,artist,track,energy,valence,preview_url
2588,This Or The Apocalypse,Two Wars,980.0,40.0,https://p.scdn.co/mp3-preview/8d9bbb31aa61dcf7303f971ada34cd8001585949?cid=783e5bc2e5034e4daea6385e965c1e1f
2589,Rocket From The Tombs,Frustration,820.0,380.0,https://p.scdn.co/mp3-preview/4e5c4c259732e6bb1cc1249c1746d0eb37553d73?cid=783e5bc2e5034e4daea6385e965c1e1f
2590,Long John Hunter,Slash,580.0,740.0,https://p.scdn.co/mp3-preview/3ce9aaa8cde12c0e8ed80f8a9d6cba717c55a7ca?cid=783e5bc2e5034e4daea6385e965c1e1f
2591,Djelimady Tounkara,Sigui,390.0,500.0,https://p.scdn.co/mp3-preview/a1b98069042e0ed7c263aaf006b418221131a68a?cid=783e5bc2e5034e4daea6385e965c1e1f
2592,Rickie Lee Jones,It Must Be Love - Live Acoustic Version,110.0,410.0,https://p.scdn.co/mp3-preview/f0fc74a353dca06b8d78271933c31c985d34f598?cid=783e5bc2e5034e4daea6385e965c1e1f
2594,Kraftwerk,Autobahn - Live,630.0,180.0,https://p.scdn.co/mp3-preview/b140998a8c276c838db9a31fb0e9dbccab43d91b?cid=783e5bc2e5034e4daea6385e965c1e1f
2595,Mr. Grillo,Aqui Estoy,720.0,840.0,https://p.scdn.co/mp3-preview/1bb549f90611296c5a9de032161a88097a1d2d9e?cid=783e5bc2e5034e4daea6385e965c1e1f
2596,Eddie Calvert,O Mein Papa,510.0,200.0,https://p.scdn.co/mp3-preview/48d0719d20eeff0c8d1768fb4d926933334e9ad7?cid=783e5bc2e5034e4daea6385e965c1e1f
2597,The Frequency,Stop It,780.0,620.0,https://p.scdn.co/mp3-preview/7e09b4778f785d0ddd3b4fda943629731c80781b?cid=783e5bc2e5034e4daea6385e965c1e1f
2598,The Clash,Life is Wild,760.0,800.0,https://p.scdn.co/mp3-preview/8e204017c0279be567a9c2e06ba2fb67552b25db?cid=783e5bc2e5034e4daea6385e965c1e1f
2599,Riddim Driven: Sunlight,I Only Want To Love You,410.0,880.0,https://p.scdn.co/mp3-preview/abe6043120cf0c7c3e7cdc4095fdc96e97ee683d?cid=783e5bc2e5034e4daea6385e965c1e1f
2600,John Stewart,Price Of The Fire,320.0,460.0,https://p.scdn.co/mp3-preview/bce63450816eb4c150c04ab54fd08e95cb11b8a4?cid=783e5bc2e5034e4daea6385e965c1e1f
2601,Hinge,Pork Chop Sandwich,620.0,140.0,https://p.scdn.co/mp3-preview/a91ffea6ae12cbe28c2c71921ff5afcdfcec8c0f?cid=783e5bc2e5034e4daea6385e965c1e1f
2602,Bottom Of The Hudson,One of Us,800.0,870.0,https://p.scdn.co/mp3-preview/828512ae7600c2643cb8b4061c17127312ab8e53?cid=783e5bc2e5034e4daea6385e965c1e1f
2603,Various Artists,Half Way Up the Stairs,690.0,890.0,https://p.scdn.co/mp3-preview/dcdecc9efee9dbfb89d2a38d4b159984a93aea01?cid=783e5bc2e5034e4daea6385e965c1e1f
2604,Britney Spears,Break the Ice,910.0,850.0,https://p.scdn.co/mp3-preview/a5c041032efd01ccc689c781b2e7342d2cd9139a?cid=783e5bc2e5034e4daea6385e965c1e1f
2605,This is Hell,Reckless,930.0,410.0,https://p.scdn.co/mp3-preview/9f2140d82b75e65dd9d69c5d1fda3a71f89f9c62?cid=783e5bc2e5034e4daea6385e965c1e1f
2606,Michal,Stay With Me,520.0,210.0,https://p.scdn.co/mp3-preview/7f7a728d588a6b95bd1e107be31eac6ee4f502d7?cid=783e5bc2e5034e4daea6385e965c1e1f
2608,Beres Hammond,Tender Lies,390.0,940.0,https://p.scdn.co/mp3-preview/cca10242e5caafd840ef6295e526bc207b37d9b6?cid=783e5bc2e5034e4daea6385e965c1e1f
2609,Les Bonapartes,Welcome,930.0,900.0,https://p.scdn.co/mp3-preview/8036bb1e62539411c57c4bc0da656962c337ca0f?cid=783e5bc2e5034e4daea6385e965c1e1f
2611,Royal Bubble Orchestra,Too Bad,640.0,470.0,https://p.scdn.co/mp3-preview/b8f5ea0609cc6599077c1206141cfd618ac7ce12?cid=783e5bc2e5034e4daea6385e965c1e1f
2613,Tinariwen,Tenhert,630.0,860.0,https://p.scdn.co/mp3-preview/3fd273fcece0c3688f646ccb09a40374388cc4ae?cid=783e5bc2e5034e4daea6385e965c1e1f
2616,Usher,Moving Mountains,730.0,370.0,https://p.scdn.co/mp3-preview/27175737bbbb713c0107253a245a8cf61ea6f022?cid=783e5bc2e5034e4daea6385e965c1e1f
2617,Casino Steel,Suckin' on Suzie,910.0,630.0,https://p.scdn.co/mp3-preview/efbf38ecc7c2eba3e633f7bbc456c1329d6a8782?cid=783e5bc2e5034e4daea6385e965c1e1f
2618,Mars Ill,Saturday Night Special (feat. Ishues & D.R.E.S the Beatnik),900.0,690.0,https://p.scdn.co/mp3-preview/afae88fa264cfd4d586fdbb7a6dc220890abf2e0?cid=783e5bc2e5034e4daea6385e965c1e1f
2619,Kisha,I singe dir es Lied,230.0,270.0,https://p.scdn.co/mp3-preview/d064ceeab6ded2b017332c9b6603fdb1a4481362?cid=783e5bc2e5034e4daea6385e965c1e1f
2620,Three 6 Mafia,We Got Da Dope,610.0,850.0,https://p.scdn.co/mp3-preview/e8616f9f894ab214a2b04650bcce5ddf261fe0a9?cid=783e5bc2e5034e4daea6385e965c1e1f
2621,Coldplay,A Rush of Blood to the Head - Live in Sydney,530.0,60.0,https://p.scdn.co/mp3-preview/5265bdcf5783022e01c59f84428081d50d66459f?cid=783e5bc2e5034e4daea6385e965c1e1f
2622,Jim Chappell,Adventure No. 8,310.0,180.0,https://p.scdn.co/mp3-preview/2ff668f948bd6da43ecabcceba2b44751e2224fa?cid=783e5bc2e5034e4daea6385e965c1e1f
2623,Black Flag,Room 13,960.0,140.0,https://p.scdn.co/mp3-preview/347d409ffada583e4d9764040300ffb054d44f1e?cid=783e5bc2e5034e4daea6385e965c1e1f
2624,DJ Nasty,Shawty Get Loose,880.0,960.0,https://p.scdn.co/mp3-preview/eebc514cbcef2c229c1baf2c0f7d8e34320feb3e?cid=783e5bc2e5034e4daea6385e965c1e1f
2625,Mike Vax,Speak Low,470.0,550.0,https://p.scdn.co/mp3-preview/fb2125a760dbe6874e68913b99e4c9e6d1c38ede?cid=783e5bc2e5034e4daea6385e965c1e1f
2626,Commander Cody and His Lost Planet Airmen,Riot In Cell Block N.9,740.0,480.0,https://p.scdn.co/mp3-preview/6ee44bd93d1ce57ad1f658f48d416d5258ed0e78?cid=783e5bc2e5034e4daea6385e965c1e1f
2627,Tom Barabas,Canon in D,150.0,220.0,https://p.scdn.co/mp3-preview/a57991b6ca6bff54317fa661a489e328f027db03?cid=783e5bc2e5034e4daea6385e965c1e1f
2628,Big Mike Griffin,Sittin' Here With Nothing,790.0,690.0,https://p.scdn.co/mp3-preview/9c91a24763dc1327467e44d8b17193edb1348b65?cid=783e5bc2e5034e4daea6385e965c1e1f
2629,Rocker-T,Jah The Only One,680.0,800.0,https://p.scdn.co/mp3-preview/51333c48072a28988c45f50974644e5af6fc3d2c?cid=783e5bc2e5034e4daea6385e965c1e1f
2631,Keb' Mo',Dangerous Mood,540.0,350.0,https://p.scdn.co/mp3-preview/73e784bcee79db96dba041138523b22b1572c99e?cid=783e5bc2e5034e4daea6385e965c1e1f
2632,Fruko Y Sus Tesos,Lontananza,700.0,800.0,https://p.scdn.co/mp3-preview/193b24f5bb4b765d555e994deb6da9017c0ebecc?cid=783e5bc2e5034e4daea6385e965c1e1f
2635,Tex Williams,Castle of My Dreams,270.0,740.0,https://p.scdn.co/mp3-preview/664f0f586407360589d3232b6545df67f3a90079?cid=783e5bc2e5034e4daea6385e965c1e1f
2637,Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts,530.0,780.0,https://p.scdn.co/mp3-preview/da0c0d887e0bbb2853a5eb749305abb018896c57?cid=783e5bc2e5034e4daea6385e965c1e1f
2639,Will To Will,Take Me To Paradise - Nicky Scanni's Garage Mix,380.0,770.0,https://p.scdn.co/mp3-preview/6d11833f0c49d82c82fcefbbfc85e5205f7dac65?cid=783e5bc2e5034e4daea6385e965c1e1f
2640,Junior Jack,Thrill Me - Atfc's Jackhammer Re-Rub,730.0,80.0,https://p.scdn.co/mp3-preview/965dfde29e51efe58f52cb8fe5abe3e06277c774?cid=783e5bc2e5034e4daea6385e965c1e1f
2644,Various Artists,Gaita Gaitero,860.0,920.0,https://p.scdn.co/mp3-preview/f071898f59bad2897377cf78ff7788ec4d95518e?cid=783e5bc2e5034e4daea6385e965c1e1f
2646,Oasis,Columbia - Remastered,800.0,50.0,https://p.scdn.co/mp3-preview/594a53e59ddaab1bd27b1e0a3e89a360fb41d61d?cid=783e5bc2e5034e4daea6385e965c1e1f
2647,Ray Barretto,Vaya - Live at the Beacon Theatre,630.0,830.0,https://p.scdn.co/mp3-preview/d32e25e85a4230f85b3c7c752275da92d2df5d04?cid=783e5bc2e5034e4daea6385e965c1e1f
2648,Adrienne Pierce,Laundry & Dishes,360.0,140.0,https://p.scdn.co/mp3-preview/9711c7289e2442e9b7185b68f53a0771f861f31f?cid=783e5bc2e5034e4daea6385e965c1e1f
2651,Jacques Douai,Pauvre jean,210.0,590.0,https://p.scdn.co/mp3-preview/b1ca40569c5651bac397200945c87e7cfc9b062c?cid=783e5bc2e5034e4daea6385e965c1e1f
2653,Ten Madison,Leaving Melbourne,720.0,380.0,https://p.scdn.co/mp3-preview/a08d6e886359e151dfa458bc16311742f7f25679?cid=783e5bc2e5034e4daea6385e965c1e1f
2654,Malkit Singh,Akh Larh Gayee,610.0,970.0,https://p.scdn.co/mp3-preview/dace6a1444346e74563b43689779dd09d0adf70e?cid=783e5bc2e5034e4daea6385e965c1e1f
2655,Mobb Deep,Where Ya Heart At,620.0,480.0,https://p.scdn.co/mp3-preview/434f2dd3389090543f51bef0876f185c46590bdf?cid=783e5bc2e5034e4daea6385e965c1e1f
2656,Alturas,A ti,320.0,690.0,https://p.scdn.co/mp3-preview/39b7aca05179b1488bd59ee95d4790bbe964458c?cid=783e5bc2e5034e4daea6385e965c1e1f
2658,Patricia Kaas,Elle voulait jouer Cabaret (Live),670.0,520.0,https://p.scdn.co/mp3-preview/87fb789cf118885102fe17efdd9b6257ff4771c9?cid=783e5bc2e5034e4daea6385e965c1e1f
2659,Kyle Eastwood,Samba De Paris,540.0,530.0,https://p.scdn.co/mp3-preview/3c42ae7a0993b07d56f05b2601ee32478e515c9e?cid=783e5bc2e5034e4daea6385e965c1e1f
2660,Alice In Chains,God Smack,930.0,390.0,https://p.scdn.co/mp3-preview/fac6ca550014863dc2e4a96f6d19e78edb9d474d?cid=783e5bc2e5034e4daea6385e965c1e1f
2662,Busdriver,Sun Shower - Single Version,710.0,400.0,https://p.scdn.co/mp3-preview/7ddcdf2fa8226c21b7b6ab500752793ca307eaa5?cid=783e5bc2e5034e4daea6385e965c1e1f
2664,DJ Rashad,Juke Appeal,880.0,750.0,https://p.scdn.co/mp3-preview/d1f6f41c4cab97853269009feea8e7a0780c265e?cid=783e5bc2e5034e4daea6385e965c1e1f
2665,Stickboy,Stand Down,990.0,70.0,https://p.scdn.co/mp3-preview/010705b254652b7782642f5ac6a2e15984a020c3?cid=783e5bc2e5034e4daea6385e965c1e1f
2666,Sean Curtis Patrick,I Think the Sign Said 'River Crossing',190.0,50.0,https://p.scdn.co/mp3-preview/794f21ca8438c06719720c9b63374553098b213c?cid=783e5bc2e5034e4daea6385e965c1e1f
2667,Little Freddie King,Kinghead Shuffle,480.0,750.0,https://p.scdn.co/mp3-preview/c70fdc521b939e29cec0763910368c0d4f801598?cid=783e5bc2e5034e4daea6385e965c1e1f
2668,Don Gibson,Who Cares,600.0,840.0,https://p.scdn.co/mp3-preview/7c4e299ece5525176f240682b33abe1b894ce206?cid=783e5bc2e5034e4daea6385e965c1e1f
2669,Dora The Explorer,Tenemos Amigos,720.0,960.0,https://p.scdn.co/mp3-preview/69c4637af241789176a54a5f5a20a767d8616328?cid=783e5bc2e5034e4daea6385e965c1e1f
2670,Spade Cooley,Lover,50.0,390.0,https://p.scdn.co/mp3-preview/b73a14bddfa7b61596a386230bd588c73379dc63?cid=783e5bc2e5034e4daea6385e965c1e1f
2671,Various Artists,Que paso,720.0,690.0,https://p.scdn.co/mp3-preview/878990e522f62ef7d38cc07b49ec100d36817e9f?cid=783e5bc2e5034e4daea6385e965c1e1f
2672,Sam Baker,Just A Glance Away,240.0,420.0,https://p.scdn.co/mp3-preview/a49c55adc7a3bb1ebcf3f2cc2676ad67182e6d7f?cid=783e5bc2e5034e4daea6385e965c1e1f
2673,Bruce Springsteen,Rosalita (Come Out Tonight),940.0,740.0,https://p.scdn.co/mp3-preview/4980fb8680cddafb530967a39720cf06ac4b956d?cid=783e5bc2e5034e4daea6385e965c1e1f
2674,The Berzerker,Humanity,900.0,190.0,https://p.scdn.co/mp3-preview/497d0c9c090b2858b1cd0fd33f9c1ae9631f50a6?cid=783e5bc2e5034e4daea6385e965c1e1f
2676,The Dreamtree Project,Bliss,420.0,220.0,https://p.scdn.co/mp3-preview/f30c98e4b82469689316db9d6886b2838fde05a8?cid=783e5bc2e5034e4daea6385e965c1e1f
2677,Snowgoons,Planetary Takeover,940.0,290.0,https://p.scdn.co/mp3-preview/aedb5e36e8a23988a25af4efc6bcf79375024d37?cid=783e5bc2e5034e4daea6385e965c1e1f
2678,Iggy Pop,Lust for life (recorded during the us tour in 1986),800.0,570.0,https://p.scdn.co/mp3-preview/f56a2042e652b7b4ae71dc770427213a1c418e1b?cid=783e5bc2e5034e4daea6385e965c1e1f
2679,XLNC,Pichleh Janam Dee,470.0,330.0,https://p.scdn.co/mp3-preview/0425fa6ef788b07169b8021fc49929006f83208d?cid=783e5bc2e5034e4daea6385e965c1e1f
2680,Johnny Kidd & The Pirates,Watermelon Man,400.0,820.0,https://p.scdn.co/mp3-preview/8abac8bd1846090c49589dea782edcc67a694e28?cid=783e5bc2e5034e4daea6385e965c1e1f
2682,Luke Vibert,Gwithian,370.0,450.0,https://p.scdn.co/mp3-preview/614bf4faa434ef395b2045b6a8ac8094ec5594db?cid=783e5bc2e5034e4daea6385e965c1e1f
2683,Blind Willie McTell,Boll Weevil,290.0,760.0,https://p.scdn.co/mp3-preview/bbca70252466c8a65bd043819af5cee4f37599d0?cid=783e5bc2e5034e4daea6385e965c1e1f
2684,Various Artists,Succotash,910.0,480.0,https://p.scdn.co/mp3-preview/42157ea088dd2b9f04afe32106ae0e48545b1ca4?cid=783e5bc2e5034e4daea6385e965c1e1f
2685,Rocky Hill,Fool For You,530.0,350.0,https://p.scdn.co/mp3-preview/b405549be5c420fc776cdd32397c042a83c14976?cid=783e5bc2e5034e4daea6385e965c1e1f
2686,Various Artists,Wasted Days and Wasted Nights,300.0,630.0,https://p.scdn.co/mp3-preview/ecb04bb9957372e351383328595537f9612b1126?cid=783e5bc2e5034e4daea6385e965c1e1f
2687,C.C. Adcock,What I Like (Womens),670.0,570.0,https://p.scdn.co/mp3-preview/0f218341c82d7fe5401030af725698cf3c150b5f?cid=783e5bc2e5034e4daea6385e965c1e1f
2688,MxPx,Time Will Tell,940.0,320.0,https://p.scdn.co/mp3-preview/33fb665e06e54a8d23486d98a7505504e7cc3878?cid=783e5bc2e5034e4daea6385e965c1e1f
2689,David & Steve Gordon,East Wind Drum Call,320.0,360.0,https://p.scdn.co/mp3-preview/67b6164d9dbb7ded972f30dc471bce6e9f1c19d3?cid=783e5bc2e5034e4daea6385e965c1e1f
2691,Megadrums,Tschung Mori,70.0,220.0,https://p.scdn.co/mp3-preview/4794e9bf99e7997aa9691f111a426c015203dffd?cid=783e5bc2e5034e4daea6385e965c1e1f
2692,Chavela Vargas,Una Noche Serena y Obscura,210.0,320.0,https://p.scdn.co/mp3-preview/7cea76e5a7e67cca59b35454896c4a57f5d2e90f?cid=783e5bc2e5034e4daea6385e965c1e1f
2693,fIREHOSE,Rhymin' Spielin',540.0,930.0,https://p.scdn.co/mp3-preview/5a98899787dc82027b44fb8522201a2bd1970de0?cid=783e5bc2e5034e4daea6385e965c1e1f
2694,Les Paul & Friends,I Love You More Than You'll Ever Know,360.0,240.0,https://p.scdn.co/mp3-preview/8a2952367712ff199f7c8dd76337a92ac21208d5?cid=783e5bc2e5034e4daea6385e965c1e1f
2695,Farlow-Kirch Band,Juke Joint,670.0,740.0,https://p.scdn.co/mp3-preview/84a25d7ca02f793fe41de3afef872791712ebc96?cid=783e5bc2e5034e4daea6385e965c1e1f
2696,Jim Chappell,In the Hills,370.0,350.0,https://p.scdn.co/mp3-preview/722d77fcd9da1dcef621d88c8b0d66029760f020?cid=783e5bc2e5034e4daea6385e965c1e1f
2697,GoldFish,Watch Out For The Birdsongs,780.0,330.0,https://p.scdn.co/mp3-preview/a9b3acd3df070001aa158885473f41f0d0d0305f?cid=783e5bc2e5034e4daea6385e965c1e1f
2698,4Him,You Are Holy,550.0,250.0,https://p.scdn.co/mp3-preview/d22def169b469c5ba09d088efe0623378da17cc5?cid=783e5bc2e5034e4daea6385e965c1e1f
2699,Pitch Black,Harmonia - Deep Seed's Beware of the Dubmonster Mix,240.0,40.0,https://p.scdn.co/mp3-preview/9ca819a2c024879c65e52f8360018e1e1701aa4c?cid=783e5bc2e5034e4daea6385e965c1e1f
2700,Charlie Byrd,It Don't Mean A Thing (If It Ain't Got That Swing),160.0,550.0,https://p.scdn.co/mp3-preview/9ae3d4a73142721b7297491c1a6df3fdadcbfdd1?cid=783e5bc2e5034e4daea6385e965c1e1f
2702,Jackie Wilson,If I Can't Have You,560.0,900.0,https://p.scdn.co/mp3-preview/a29c62232800adfd3984691aaabddf91ea6d5d73?cid=783e5bc2e5034e4daea6385e965c1e1f
2703,Isabel Pantoja,Si Tu Me Dices Ven,470.0,150.0,https://p.scdn.co/mp3-preview/f994e51379998158675316c43a2655ee3116a51a?cid=783e5bc2e5034e4daea6385e965c1e1f
2704,Pinch,Widescreen,560.0,270.0,https://p.scdn.co/mp3-preview/22a6b1c20bc8c6ea1c6fcc9a99c19e6f11f9e783?cid=783e5bc2e5034e4daea6385e965c1e1f
2705,The Tokens,La Bamba,720.0,960.0,https://p.scdn.co/mp3-preview/7cd68975830da7c6b72d997e981fc1ea6cb17157?cid=783e5bc2e5034e4daea6385e965c1e1f
2706,Kanda Bongo Man,Dyna,690.0,920.0,https://p.scdn.co/mp3-preview/d490136c392d3e7011179af8d567971a2a6ac26c?cid=783e5bc2e5034e4daea6385e965c1e1f
2707,Devanic,I Am,920.0,180.0,https://p.scdn.co/mp3-preview/036dca38c0fe58c6e3ca31b6cffde6cef5408fda?cid=783e5bc2e5034e4daea6385e965c1e1f
2709,Astarte,"Thorns of Charon, Pt. 2 (Emerge from Hades)",740.0,90.0,https://p.scdn.co/mp3-preview/e62b693a8d24ac29af2faa47035b71fb3af21364?cid=783e5bc2e5034e4daea6385e965c1e1f
2720,Chelsea,Decide,760.0,600.0,https://p.scdn.co/mp3-preview/d326d5db5fcd5fd9a36feb90f15ad51f6c3a1c1b?cid=783e5bc2e5034e4daea6385e965c1e1f
2721,Alex Ubago,Temblando,370.0,300.0,https://p.scdn.co/mp3-preview/f0b429f5ca882a3cf824ca0eabc97cdfc1486fc2?cid=783e5bc2e5034e4daea6385e965c1e1f
2722,Alicia Keys,Heartburn,630.0,840.0,https://p.scdn.co/mp3-preview/f78826dd76a66ea818924c9a2475aaed3bdd3555?cid=783e5bc2e5034e4daea6385e965c1e1f
2723,The Plimsouls,I Want You Back,910.0,840.0,https://p.scdn.co/mp3-preview/55b20da4ed78170f4a71c7e5d6669b3e84d95f3b?cid=783e5bc2e5034e4daea6385e965c1e1f
2724,Lily Allen,LDN - Warbox Original Cut Dub,810.0,880.0,https://p.scdn.co/mp3-preview/4e9ebb5521dce00b0cc623d9d41df90e3e550dbb?cid=783e5bc2e5034e4daea6385e965c1e1f
2725,Daniel Johnston,Desperate Man Blues,300.0,570.0,https://p.scdn.co/mp3-preview/6b69a36ecf824385d0de910eed6506c66db0d3da?cid=783e5bc2e5034e4daea6385e965c1e1f
2726,Hot Chip,Ready For The Floor - Radio Edit,750.0,930.0,https://p.scdn.co/mp3-preview/f2d48dbf066034a34d83376e11e6127a0580571f?cid=783e5bc2e5034e4daea6385e965c1e1f
2727,Melanie And The Secret Army,Held der Tastatur,890.0,470.0,https://p.scdn.co/mp3-preview/ba18024516cf5f882981a011633194a3059079b1?cid=783e5bc2e5034e4daea6385e965c1e1f
2728,ZombieSuckers,The Nightmare Begins,120.0,40.0,https://p.scdn.co/mp3-preview/6499cc7a56b4e564fb08e3bad88e71f40e9cf1ee?cid=783e5bc2e5034e4daea6385e965c1e1f
2729,OutKast,Wailin',390.0,550.0,https://p.scdn.co/mp3-preview/60664bedecad8d581e34afb73cf90205c1949071?cid=783e5bc2e5034e4daea6385e965c1e1f
2732,Various Artists,Ask You for a Dance,610.0,680.0,https://p.scdn.co/mp3-preview/637032cc51634cb93e0ea7eca3db39ab3be4339b?cid=783e5bc2e5034e4daea6385e965c1e1f
2735,Midnight Fish,Baby Here I Am,590.0,820.0,https://p.scdn.co/mp3-preview/e8930fb528af7a6d2926dd16eea041f2069af6fc?cid=783e5bc2e5034e4daea6385e965c1e1f
2736,Mariano Yanani,Adagio (Albinoni),270.0,50.0,https://p.scdn.co/mp3-preview/dc338b05a8bc8fb7ac4ec3cadc0a2e5561d65da7?cid=783e5bc2e5034e4daea6385e965c1e1f
2737,King Curtis,The Lone Prairie,600.0,760.0,https://p.scdn.co/mp3-preview/6960e3852eb2ac2119a7154a6b17916f028eca68?cid=783e5bc2e5034e4daea6385e965c1e1f
2740,The Jackson Southernaires,When We All Get To Heaven,510.0,250.0,https://p.scdn.co/mp3-preview/1c31a1e512120d83ae2bcce1156e38b90a476f73?cid=783e5bc2e5034e4daea6385e965c1e1f
2741,Anti-Flag,Death of a Nation,900.0,500.0,https://p.scdn.co/mp3-preview/65117507e545f74668a110b6ab69ea77389977ae?cid=783e5bc2e5034e4daea6385e965c1e1f
2742,Commander Cody and His Lost Planet Airmen,Riot in Cell Block #9 - Live,830.0,610.0,https://p.scdn.co/mp3-preview/781fbc36d8add189ae84cea212a9c831b05ec9f5?cid=783e5bc2e5034e4daea6385e965c1e1f
2744,Hank Locklin,Send Me the Pillow You Dream On,310.0,620.0,https://p.scdn.co/mp3-preview/ed0fd0b9774cd8f773d4e7fd8d597d01a19abf80?cid=783e5bc2e5034e4daea6385e965c1e1f
2745,Johnny Osbourne,We Need Love,430.0,830.0,https://p.scdn.co/mp3-preview/ff88fb6bfc03bfce15ad0ebf76255af9fdc3494f?cid=783e5bc2e5034e4daea6385e965c1e1f
2747,Various Artists,No Good Without You,900.0,620.0,https://p.scdn.co/mp3-preview/76ed5ec7cf8a4394578cbf1aba35d3148cb4cafe?cid=783e5bc2e5034e4daea6385e965c1e1f
2748,Trivium,The Deceived,950.0,430.0,https://p.scdn.co/mp3-preview/f7c9bff74f2c8c41535f23b149b779abf23ed87a?cid=783e5bc2e5034e4daea6385e965c1e1f
2750,Hank Penny,Peroxide Blond,290.0,940.0,https://p.scdn.co/mp3-preview/8d8931182d600e348808411edbf0751d593d49e3?cid=783e5bc2e5034e4daea6385e965c1e1f
2751,East To West,As Long As I Know,290.0,200.0,https://p.scdn.co/mp3-preview/79c4f8b90da5c9cf37160c3d05e1a4ce46caeb55?cid=783e5bc2e5034e4daea6385e965c1e1f
2752,Paquito Guzman,Cuando Seolvida El Amor,760.0,730.0,https://p.scdn.co/mp3-preview/b5c540a98e189f1e946fce4a8a4b00014d12a7df?cid=783e5bc2e5034e4daea6385e965c1e1f
2753,M83,You Appearing,220.0,200.0,https://p.scdn.co/mp3-preview/6b5c1b11418b7ec4c0d89af487b02768d9ebcbac?cid=783e5bc2e5034e4daea6385e965c1e1f
2754,Glen Washington,Sitting In The Park (Medley),680.0,730.0,https://p.scdn.co/mp3-preview/c04ee90b203426fee931a7420eea5b697193d66b?cid=783e5bc2e5034e4daea6385e965c1e1f
2756,Bad Religion,The Lie,970.0,820.0,https://p.scdn.co/mp3-preview/3e79c1cb155dd8df817945b5782f261918f83fd6?cid=783e5bc2e5034e4daea6385e965c1e1f
2757,Jessica Simpson,Take My Breath Away,610.0,400.0,https://p.scdn.co/mp3-preview/9a625f2925e2ae48d8b7a633987e40c8b9ab88d3?cid=783e5bc2e5034e4daea6385e965c1e1f
2758,Vilma Palma e Vampiros,Lluvia De Acido,840.0,280.0,https://p.scdn.co/mp3-preview/0254788474369bfcdab3586adadbcb1aba084c5b?cid=783e5bc2e5034e4daea6385e965c1e1f
2759,Antimatter,Expire,490.0,50.0,https://p.scdn.co/mp3-preview/b345f49a37b546ae2c85f93445546b6629a66b00?cid=783e5bc2e5034e4daea6385e965c1e1f
2761,Storyville,Talk to Me,380.0,600.0,https://p.scdn.co/mp3-preview/4e3ba1a210d14df8f59fde84193ac9e3e7156a62?cid=783e5bc2e5034e4daea6385e965c1e1f
2762,Israel & New Breed,Not Forgotten - Live,930.0,540.0,https://p.scdn.co/mp3-preview/71a7b63ab8d044b52e46ab3c389d9cf997b7f50a?cid=783e5bc2e5034e4daea6385e965c1e1f
2763,Various Artists,Sliabh Geal gCua - Live,50.0,440.0,https://p.scdn.co/mp3-preview/35c809e7c6cbf0a9a56e48d1d0f0612a3246f1fa?cid=783e5bc2e5034e4daea6385e965c1e1f
2764,Various Artists,Time Flies - Extended,980.0,730.0,https://p.scdn.co/mp3-preview/66a02e3a4511ce17ec66a0210fd75c30f41756a0?cid=783e5bc2e5034e4daea6385e965c1e1f
2765,Bad Brains,At The Movies,940.0,40.0,https://p.scdn.co/mp3-preview/fee51d6fc5a9674be5ff21b6a1d47b224469d85a?cid=783e5bc2e5034e4daea6385e965c1e1f
2766,Various Artists,Send Me An Angel (Real Life cover),670.0,260.0,https://p.scdn.co/mp3-preview/f3577f5b07fd8c30615400fbfe548ae99d87cdf3?cid=783e5bc2e5034e4daea6385e965c1e1f
2769,Miossec,Regarde Un Peu La France - Remix Single 1996,800.0,780.0,https://p.scdn.co/mp3-preview/99ab27f06a9ee2ffe6a6211d863f2e4280039079?cid=783e5bc2e5034e4daea6385e965c1e1f
2770,Don Gibson,"Blue, Blue Day",490.0,980.0,https://p.scdn.co/mp3-preview/32eb74d495bd0dad5e951eb9332e696f1069814a?cid=783e5bc2e5034e4daea6385e965c1e1f
2771,Jan Wayne,Groovin',940.0,460.0,https://p.scdn.co/mp3-preview/b69042930aa709fa6f2f96bf66517c5feda11157?cid=783e5bc2e5034e4daea6385e965c1e1f
2772,The Unborn Chikken Voices,Again and Again,570.0,460.0,https://p.scdn.co/mp3-preview/b9cc1be88d9f8c727649d908c2568cd733f11b55?cid=783e5bc2e5034e4daea6385e965c1e1f
2774,Les Bantous De La Capitale,Masuwa,350.0,900.0,https://p.scdn.co/mp3-preview/325bc9f7263d79fe90d376a3359dbc4ba2d6898d?cid=783e5bc2e5034e4daea6385e965c1e1f
2775,Alicia Keys,If I Was Your Woman / Walk On By,470.0,630.0,https://p.scdn.co/mp3-preview/98ac69b0342c9cb90c5c8a589ebd3dd575e7903b?cid=783e5bc2e5034e4daea6385e965c1e1f
2776,Pumpkin Buzzard,The Sector Of Foliage,720.0,290.0,https://p.scdn.co/mp3-preview/2d2bf8cd343482f47400d92e1d58c33b9ad7864c?cid=783e5bc2e5034e4daea6385e965c1e1f
2777,Jim Kweskin,Eight More Miles to Louisville,610.0,900.0,https://p.scdn.co/mp3-preview/ac5855d7253ff92716d054683f16c95c68670379?cid=783e5bc2e5034e4daea6385e965c1e1f
2779,Kane,All I Can Do,320.0,170.0,https://p.scdn.co/mp3-preview/f612f669087a74aa11579e69f6734d3161dcb0f2?cid=783e5bc2e5034e4daea6385e965c1e1f
